id;fecha_creacion;fecha_emision;name;nasa_jpl_url;absolute_magnitude_h;relative_velocity;miss_distance;estimated_diameter_min_kilometers;estimated_diameter_max_kilometers
3836192;2024-06-02;2024-05-27;(2018 VO7);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3836192;23.7;40503.5939437848;74479586.82621379;0.0483676488;0.1081533507
54153133;2024-06-02;2024-05-27;(2021 LU);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54153133;23.65;101431.9496207768;55722424.06957778;0.0494942761;0.1106725658
54220858;2024-06-02;2024-05-27;(2021 VO22);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54220858;22.81;78050.8530150718;69204639.23557769;0.0728710415;0.1629446024
54408196;2024-06-02;2024-05-27;(2023 WU2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54408196;22.48;32502.5532023894;68299187.67051157;0.0848310762;0.189688053
54441875;2024-06-02;2024-05-27;(2024 JO16);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441875;26.265;31675.0826241851;3063671.522202091;0.0148441378;0.0331925011
54445311;2024-06-02;2024-05-27;(2024 KS1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54445311;26.965;44649.2033896363;2436783.54786004;0.0107536272;0.0240458414
2304330;2024-06-02;2024-05-28;304330 (2006 SX217);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2304330;18.9;62028.0447558073;55031533.27947874;0.4411182;0.9863702813
2422659;2024-06-02;2024-05-28;422659 (1998 LD);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2422659;20.08;41403.1960318669;29078722.191071536;0.2561857545;0.5728487619
3413076;2024-06-02;2024-05-28;(2008 LD);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3413076;28.9;16069.9653405404;2941351.267978743;0.004411182;0.0098637028
3655738;2024-06-02;2024-05-28;(2013 YW102);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3655738;23.6;50937.351700451;59174005.42681345;0.0506471459;0.1132504611
3683472;2024-06-02;2024-05-28;(2014 QZ295);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3683472;24.8;88565.468057361;74701417.08527671;0.0291443905;0.0651688382
3829424;2024-06-02;2024-05-28;(2018 RO5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3829424;25.61;30397.8007627648;37955946.055003375;0.0200703514;0.0448786701
3841619;2024-06-02;2024-05-28;(2019 HH3);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3841619;25.5;62347.9815266681;35336197.98414344;0.0211132445;0.0472106499
3991576;2024-06-02;2024-05-28;(2020 CF2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3991576;27.6;20477.5068149022;51446224.89027138;0.0080270317;0.0179489885
54006021;2024-06-02;2024-05-28;(2020 DP4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54006021;25.18;23886.6694478235;20695433.06449262;0.0244655496;0.0547066321
54017261;2024-06-02;2024-05-28;(2020 KQ5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54017261;20.1;118250.327126808;28033716.113726385;0.2538370294;0.5675968529
54149827;2024-06-02;2024-05-28;(2021 KO2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54149827;28.02;47023.0931042082;11710838.201647382;0.0066153828;0.0147924455
54217964;2024-06-02;2024-05-28;(2021 VO6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54217964;21.11;35814.4826242509;49841424.466013655;0.1594244681;0.3564839479
54327478;2024-06-02;2024-05-28;(2022 WR);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54327478;25.38;59243.3872615782;50882403.27893969;0.0223128464;0.0498930414
54359396;2024-06-02;2024-05-28;(2023 KG1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54359396;24.95;81140.0350703119;64760567.624627605;0.0271991277;0.0608190985
54360724;2024-06-02;2024-05-28;(2023 KF5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54360724;26.45;48626.8995587112;55901424.39862056;0.0136318556;0.0304817558
54442321;2024-06-02;2024-05-28;(2024 JV17);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54442321;24.602;30140.4922332482;6609617.495458254;0.0319267695;0.0713904269
3012392;2024-06-02;2024-06-01;(1998 KY26);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3012392;25.74;18937.115000871;4589323.498268923;0.0189040552;0.0422707525
3092517;2024-06-02;2024-06-01;(2001 WK15);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3092517;21.34;48653.3677450187;62533984.83677328;0.1434019235;0.320656449
3370021;2024-06-02;2024-06-01;(2007 EC);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3370021;22.23;13332.1365686651;21555412.486998856;0.095182033;0.212833496
3738911;2024-06-02;2024-06-01;(2015 YA1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3738911;24.5;58044.4213094903;51635501.18676317;0.0334622374;0.0748238376
3752784;2024-06-02;2024-06-01;(2016 JC6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3752784;21.38;25519.8768821563;7604637.149958626;0.1407845434;0.3148038092
3752802;2024-06-02;2024-06-01;(2016 JN6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3752802;25.9;52303.7340174488;61978463.8278162;0.0175612318;0.0392681082
3774012;2024-06-02;2024-06-01;(2017 HK1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3774012;25.1;49130.0933771426;50631429.99346016;0.0253837029;0.0567596853
3989159;2024-06-02;2024-06-01;(2020 BZ6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3989159;25.5;19680.7293211861;48663746.08151945;0.0211132445;0.0472106499
54376459;2024-06-02;2024-06-01;(2023 OE5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54376459;26.34;11944.3876016436;20472405.76815332;0.0143401923;0.0320656449
54415889;2024-06-02;2024-06-01;(2023 XM10);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54415889;23.63;36375.9421735732;40572308.84574352;0.049952241;0.1116966065
54439432;2024-06-02;2024-06-01;(2024 JC1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439432;25.094;17338.9978219896;5782214.370485133;0.0254539377;0.056916735
54439713;2024-06-02;2024-06-01;(2024 JP1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439713;25.788;17015.9615231724;7072635.858283796;0.0184907691;0.0413466168
54445199;2024-06-02;2024-06-01;(2024 KB1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54445199;28.211;39798.8458271435;364228.447333216;0.0060583586;0.0135469017
54445203;2024-06-02;2024-06-01;(2024 KE1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54445203;24.229;38935.6807173527;14265258.647933189;0.0379101041;0.0847695697
54445307;2024-06-02;2024-06-01;(2024 KO1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54445307;27.069;25071.1270628033;2776103.246728267;0.0102507343;0.0229213387
54445313;2024-06-02;2024-06-01;(2024 KU1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54445313;26.184;25200.2352566515;8328380.634615394;0.0154083089;0.0344540261
2065679;2024-06-02;2024-05-30;65679 (1989 UQ);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2065679;19.62;28587.7082054943;41483956.66482631;0.3166321257;0.708010957
2162472;2024-06-02;2024-05-30;162472 (2000 LL);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2162472;19.17;58356.5534551123;25387793.038190626;0.3895426161;0.8710437698
3427460;2024-06-02;2024-05-30;(2008 ST);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3427460;27.1;43720.5485785302;45566917.477973536;0.0101054342;0.0225964377
3842904;2024-06-02;2024-05-30;(2019 LR5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3842904;26.2;68935.5991710385;35270472.45915468;0.0152951935;0.0342010925
3989253;2024-06-02;2024-05-30;(2020 BD11);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3989253;24.29;38228.096201359;42459172.73281352;0.0368599699;0.0824213984
54417543;2024-06-02;2024-05-30;(2023 YD);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54417543;25.61;22740.8587199823;73949212.36649585;0.0200703514;0.0448786701
54417658;2024-06-02;2024-05-30;(2023 YX);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54417658;23.34;35211.6235436022;46758712.126917966;0.057089334;0.1276556316
54440002;2024-06-02;2024-05-30;(2024 JA3);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54440002;24.98;30555.3917590404;2386484.55522568;0.0268259417;0.0599846292
54441083;2024-06-02;2024-05-30;(2024 JE8);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441083;22.955;61454.7615554111;16694843.561248615;0.0681639857;0.1524193056
54444997;2024-06-02;2024-05-30;(2024 KY);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54444997;26.217;25832.1018833355;1432760.450272227;0.0151759182;0.0339343847
54445457;2024-06-02;2024-05-30;(2024 LB);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54445457;27.405;18826.5105150823;2982337.105055401;0.0087812224;0.0196354102
3441025;2024-06-02;2024-05-31;(2008 XH);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3441025;22.7;52900.1087037923;5288370.783114398;0.0766575574;0.1714115092
3595919;2024-06-02;2024-05-31;(2012 BN1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3595919;25.52;19126.8999761086;31525173.246963948;0.0209196771;0.04677782
3744561;2024-06-02;2024-05-31;(2016 CN248);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3744561;27.3;60836.300714178;64044940.10865429;0.0092162655;0.0206081961
3776072;2024-06-02;2024-05-31;(2017 MD4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3776072;21.02;45902.2106821914;35265618.30746892;0.1661709017;0.3715694322
3781408;2024-06-02;2024-05-31;(2017 RP2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3781408;23.62;19447.431053788;42438266.026566766;0.0501828101;0.1122121746
3789639;2024-06-02;2024-05-31;(2017 WC14);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3789639;25.6;75152.5579721286;56757880.417293616;0.0201629919;0.0450858206
3838138;2024-06-02;2024-05-31;(2019 CC2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3838138;26.3;22184.2285074217;50640488.683040984;0.0146067964;0.0326617897
3842884;2024-06-02;2024-05-31;(2019 LJ5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3842884;24.4;40933.2902631008;33913886.10734264;0.0350392641;0.0783501764
54266165;2024-06-02;2024-05-31;(2022 FA4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54266165;25.71;17964.9492153761;27265486.037277296;0.0191670368;0.0428587972
54330039;2024-06-02;2024-05-31;(2022 WO7);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54330039;24.56;38875.6858544035;12570912.155047672;0.0325502986;0.0727846803
54429477;2024-06-02;2024-05-31;(2024 EM);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54429477;21.44;27776.2255119249;19060060.05657256;0.1369477737;0.3062245314
54444996;2024-06-02;2024-05-31;(2024 KX);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54444996;27.601;29704.2516886322;290759.482276877;0.0080233359;0.0179407246
2447655;2024-06-02;2024-05-26;447655 (2006 WA);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2447655;20.01;50360.0975283643;66341112.340002246;0.2645787599;0.5916160926
2484795;2024-06-02;2024-05-26;484795 (2009 DE47);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2484795;18.58;38996.4326515121;71102093.55977924;0.5111577815;1.1429835468
3342318;2024-06-02;2024-05-26;(2006 SY5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3342318;22.0;32271.5127018891;31489964.879626688;0.1058168859;0.2366137501
3529587;2024-06-02;2024-05-26;(2010 LJ61);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3529587;20.95;34914.8164029724;43940820.77965581;0.1716148941;0.3837425691
3752782;2024-06-02;2024-05-26;(2016 JA6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3752782;26.3;28944.4505272622;54752672.49762614;0.0146067964;0.0326617897
3764822;2024-06-02;2024-05-26;(2016 WY7);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3764822;22.77;66774.2188210456;53166385.21369517;0.0742258153;0.1659739687
3910108;2024-06-02;2024-05-26;(2019 XD3);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3910108;20.01;136352.3064827576;48006479.94090692;0.2645787599;0.5916160926
54017080;2024-06-02;2024-05-26;(2020 KO);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54017080;23.8;89063.8339453031;64359975.40576798;0.046190746;0.1032856481
54431493;2024-06-02;2024-05-26;(2024 FZ);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54431493;20.32;36424.2569502697;21618335.011657212;0.229379698;0.5129085974
54439886;2024-06-02;2024-05-26;(2024 JY1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439886;24.232;37081.8443699125;6692055.46617236;0.0378577655;0.0846525371
54441080;2024-06-02;2024-05-26;(2024 JC7);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441080;24.904;26072.6886146811;17748429.77954826;0.0277814543;0.0621212204
54444951;2024-06-02;2024-05-26;(2024 KO);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54444951;23.69;41570.7362978976;8762684.71851974;0.0485909037;0.1086525639
2014827;2024-06-02;2024-06-02;14827 Hypnos (1986 JK);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2014827;18.84;50204.3487937679;11735068.808007874;0.453476699;1.0140047252
2101955;2024-06-02;2024-06-02;101955 Bennu (1999 RQ36);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2101955;20.21;23815.1451491229;53827044.009602495;0.2412986969;0.5395602892
2267337;2024-06-02;2024-06-02;267337 (2001 VK5);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2267337;18.04;48666.7271906928;45584848.54794791;0.6554732558;1.4656827575
3167364;2024-06-02;2024-06-02;(2003 WJ98);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3167364;23.05;44665.7829488356;72593654.574839;0.065246163;0.1458948557
3634389;2024-06-02;2024-06-02;(2013 GS38);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3634389;19.85;58885.2968296032;34402806.89256507;0.2848098313;0.6368541435
3721118;2024-06-02;2024-06-02;(2015 LG14);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3721118;23.21;24221.0733828454;27316936.454797477;0.0606114923;0.1355314169
3724245;2024-06-02;2024-06-02;(2015 OQ21);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3724245;27.9;72772.8511230216;58407655.97510772;0.0069912523;0.0156329154
3773930;2024-06-02;2024-06-02;(2017 GM7);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3773930;18.9;70172.4674999783;35078901.00222177;0.4411182;0.9863702813
3825059;2024-06-02;2024-06-02;(2018 LB);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3825059;26.0;42105.0982157957;20085697.563050732;0.0167708462;0.0375007522
54104267;2024-06-02;2024-06-02;(2021 AR);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54104267;23.95;58378.2492020872;51675407.435851194;0.0431077124;0.0963917753
54157350;2024-06-02;2024-06-02;(2021 LR2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54157350;24.99;73565.3004355112;65702543.38997593;0.0267026877;0.0597090249
54210930;2024-06-02;2024-06-02;(2021 UK);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54210930;24.71;26959.6445692136;70832052.67938738;0.0303777061;0.0679266159
54225726;2024-06-02;2024-06-02;(2021 XF);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54225726;28.35;53393.3603700793;64869443.42851533;0.0056827032;0.0127069107
54248851;2024-06-02;2024-06-02;(2022 DU4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54248851;23.62;32020.0384709094;37117790.55320443;0.0501828101;0.1122121746
54360100;2024-06-02;2024-06-02;(2023 KK4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54360100;27.56;82385.0975838643;27399425.43838525;0.0081762653;0.0182826851
54412468;2024-06-02;2024-06-02;(2023 XQ);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54412468;25.29;55428.7480915792;62764579.28705015;0.0232570687;0.0520043867
54430149;2024-06-02;2024-06-02;(2024 ER2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54430149;20.31;62507.8130053385;49524486.62806868;0.2304384666;0.5152760759
54441685;2024-06-02;2024-06-02;(2024 JV14);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54441685;23.784;59765.772220983;9111988.549312191;0.046532349;0.1040494955
54445206;2024-06-02;2024-06-02;(2024 KJ1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54445206;26.164;14828.6851687488;7802727.902548689;0.0155508802;0.0347728253
2419624;2024-06-03;2024-06-03;419624 (2010 SO16);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2419624;20.44;59564.6284812916;66585937.018386704;0.2170475943;0.4853331752
3398649;2024-06-03;2024-06-03;(2007 YN56);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3398649;23.0;50965.9486333704;18684956.4724014;0.0667659413;0.1492931834
54320728;2024-06-03;2024-06-03;(2022 UM11);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54320728;24.67;48560.2646161104;56476688.915586204;0.0309424699;0.069189466
54359707;2024-06-03;2024-06-03;(2023 KD2);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54359707;24.9;73026.4592170894;62700669.341650856;0.0278326768;0.0622357573
54381665;2024-06-03;2024-06-03;(2023 RF4);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54381665;25.26;48793.3417094566;59571132.106296028;0.0235806068;0.0527278398
54404103;2024-06-03;2024-06-03;(2023 VO6);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54404103;28.11;19951.6326092883;22670027.350842232;0.0063468024;0.0141918816
54444998;2024-06-03;2024-06-03;(2024 KZ);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54444998;24.891;35467.5927067459;4387865.522021965;0.027948273;0.0624942383
54445208;2024-06-03;2024-06-03;(2024 KL1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54445208;22.707;112613.5139778461;10530545.47469663;0.0764108405;0.1708598335
54445312;2024-06-03;2024-06-03;(2024 KT1);https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54445312;27.02;25788.3541561596;1853388.850413291;0.0104846751;0.0234444462
